COMMON	ATM	ATR	BAP1	BLM	BRCA1	BRCA2	BRIP1	CDK12	CENPA	CENPK	CENPL	CENPM	CENPN	CENPU	CENPW	CHEK1	CHEK2	FANCA	FANCC	FANCD2	FANCE	FANCF	HJURP	MRE11	NDC80	NLRP2	NUF2	OIP5	PALB2	RAD51B	RAD51C	RAD51D	SPC24	SPC25	TP53	WRN	ZWINT	
TCGA-AR-A1AX-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8724	-0.0236	0.8775	-0.0919	0.4875	0.6811	-0.2972	0.4771	-0.528	0.2907	-0.5079	-0.3276	-0.441	0.6453	
TCGA-A2-A0EO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4498	-0.7326	-0.7904	-0.7385	-0.8013	0.1082	0.0814	-0.5971	-0.6186	-0.8344	-0.844	0.0793	-0.2633	-0.971	
TCGA-A2-A04V-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1035	0.4846	-0.804	0.2262	0.3881	0.573	-0.4103	-0.6695	-0.6187	-0.5083	0.6436	-0.1763	-1.4679	0.3963	
TCGA-E2-A1IO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1453	-0.7665	-0.7605	-0.7734	-0.9281	2.2609	-0.1643	-0.2892	-0.1493	-0.4909	-1.1481	-1.4871	0.2697	-0.5788	
TCGA-A8-A0A1-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0792	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1682	-0.4876	-0.6993	0.1333	0.011	0.1464	-0.124	-0.8588	-0.9652	-0.7435	-0.5288	-0.5144	0.2025	-0.4954	
TCGA-AC-A2FE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5404	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3952	-0.6985	-0.7168	-0.6385	-0.7508	-0.7452	-0.2706	-0.7469	0.0759	-0.3331	-0.5595	0.4648	0.5849	-0.7735	
TCGA-A2-A0CM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2879	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.793	3.332	-0.7594	4.2107	1.7268	0.5248	1.3393	-0.106	0.3627	0.1086	0.9745	1.9443	1.0554	0.7152	
TCGA-E2-A1B1-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2113	-0.0639	-0.0789	-0.3334	-0.5836	1.4566	-0.0524	3.6822	-0.8245	0.0914	-0.3968	-0.7152	1.183	-0.0788	
TCGA-A2-A1G6-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0946	-1.1352	0.2935	-1.1079	-1.0534	0.3549	1.3938	0.139	-0.9995	-1.0316	-1.3313	0.0208	0.3787	-1.3383	
TCGA-BH-A201-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8147	-0.3366	-0.7845	0.0889	-0.2257	1.0777	-0.1749	0.0223	0.0686	-0.228	-0.3974	-0.718	0.105	-0.1448	
TCGA-A8-A092-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4162	-0.0852	-0.807	3.1931	0.6196	1.6259	0.7076	5.6577	1.6586	0.4306	0.8779	0.4773	-1.1623	2.7036	
TCGA-E2-A10A-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3279	0.7726	-0.8108	1.0567	0.6809	1.7155	-0.4383	-0.3927	0.0732	0.5779	1.0334	1.0667	-0.5277	0.1116	
TCGA-C8-A1HF-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.077	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5257	1.4119	-0.2132	2.2217	0.8331	1.2385	-0.2694	2.8414	-0.2191	0.6732	0.5777	0.1162	-1.0857	5.0743	
TCGA-BH-A18F-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9034	0.5117	-0.8038	0.9386	-0.4173	1.9986	-0.2991	-0.6693	0.4024	1.7096	2.2953	0.0284	-0.5669	1.3283	
TCGA-A7-A13H-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0926	-0.9484	-0.7956	-0.7631	-0.7469	1.1661	-0.3218	-0.6732	-0.8725	-0.8261	-1.0879	-0.5273	-0.9718	-0.8944	
TCGA-AR-A1AM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1319	-1.0031	-0.7259	-0.9489	-0.819	-0.2171	0.2568	-0.3988	-1.3693	-0.9337	-1.1217	-0.7079	-1.0811	-0.9474	
TCGA-A2-A0YL-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1733	-0.53	0.1659	-0.2296	-0.0128	0.6223	0.2208	-0.1277	-0.6971	-0.1044	-0.2945	-0.1138	0.7944	-0.4766	
TCGA-E2-A15G-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2656	-0.8134	1.0075	-0.6966	-0.7686	1.5678	0.2262	-0.6924	0.171	-0.8391	-0.6252	0.1024	0.3084	-0.6228	
TCGA-BH-A0HO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5089	-0.4472	0.3655	-0.5504	-0.8101	-0.9519	-0.4062	-0.0873	-0.0349	-0.3062	-0.4828	-0.4773	-0.0503	-0.0723	
TCGA-B6-A0WS-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5695	-0.2903	0.6063	-0.4666	-0.1339	1.104	-0.3991	0.1228	-0.049	0.0086	-0.5141	-0.351	4.4053	-0.1664	
TCGA-B6-A0X4-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0209	-0.7439	-0.6452	-0.1903	-0.9999	-0.7797	-0.3345	0.2143	0.1221	-0.9549	-1.105	-0.5363	-0.6373	-1.042	
TCGA-B6-A0IN-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6766	-0.0792	-0.785	0.5112	-0.1731	-1.793	-0.1914	-0.3631	-0.5443	-0.6988	-0.0196	-0.8714	-1.3319	0.084	
TCGA-A2-A04T-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4054	2.1098	0.8279	4.4033	0.6686	0.4631	1.5499	-0.3565	-0.0898	1.3947	4.584	3.0082	-0.3036	0.1908	
TCGA-E9-A248-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6025	1.7182	4.4806	3.1806	0.7958	-0.1874	-0.0392	1.0576	0.1515	-0.1822	1.8195	-1.7999	-0.2554	0.4532	
TCGA-C8-A12Y-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.482	0.2995	-0.7941	1.5294	-0.3385	1.9775	-0.1073	0.8558	-1.2909	-0.4365	0.0039	-2.0129	-1.2802	0.3244	
TCGA-A2-A0D0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1944	4.9354	1.4452	5.7197	3.0386	-0.3708	-0.6658	-0.7701	-1.4092	0.4489	3.0528	-2.0375	0.0529	0.1352	
TCGA-A2-A0CO-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9211	-0.9979	-0.1041	-0.9137	-1.0341	-1.1552	-0.2781	-0.9821	-0.2125	-0.9294	-1.3232	-1.0297	-1.0396	-1.2496	
TCGA-C8-A12N-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8853	-0.6795	0.4847	-0.7617	-0.5096	1.2613	-0.2529	-0.1469	-1.0565	-0.934	-0.811	0.9449	-1.5609	-0.8598	
TCGA-EW-A2FS-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.6301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4135	-0.0826	-0.1745	0.5365	0.2011	-0.1681	-0.4203	2.5654	-0.8526	-0.726	-0.5144	-0.7088	-1.2037	-0.3622	
TCGA-EW-A1P3-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6828	0.0776	0.9599	11.8434	-0.2427	0.3303	0.0957	0.1885	-0.1713	-0.355	0.4906	-1.0279	-0.9852	0.0036	
TCGA-A2-A1FW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4045	0.0895	-0.794	0.3987	0.1183	1.3544	-0.2698	0.1445	4.5154	-0.6049	-0.5466	0.3661	-0.7593	-0.1669	
TCGA-D8-A1JE-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2611	-0.2551	-0.2494	0.0465	-0.3955	3.4973	-0.0064	0.8693	0.2723	-0.8686	0.1688	-0.66	0.476	-0.2852	
TCGA-E2-A10C-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6789	0.0899	0.7377	1.4756	0.367	2.6134	0.5559	0.6069	-1.7825	-0.5017	1.1483	-0.2771	-1.1806	10.4031	
TCGA-AC-A2QH-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1991	1.0524	-0.8045	0.8091	0.4728	-0.3994	-0.5427	0.52	-1.8102	0.3195	0.2258	4.1693	-1.3795	-0.1495	
TCGA-A2-A25F-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2476	2.0537	-0.635	1.8056	0.5674	-0.4316	-0.2291	-0.4374	0.5646	-0.5253	1.3255	-0.7076	0.8226	-0.4704	
TCGA-A2-A3KD-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.5093	-0.6249	-0.8074	-0.1305	-0.8182	-0.7595	-0.4048	-1.0497	0.0757	0.3479	-0.8625	-1.2062	0.2857	-0.421	
TCGA-BH-A0BV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.7458	-0.4686	-0.8028	0.3692	-0.5517	-0.1086	-0.241	1.1028	-0.2036	-0.2624	-0.6297	0.5864	-0.7701	-0.7681	
TCGA-BH-A0C7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.3618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.399	0.5413	2.0357	2.142	0.8103	3.4414	-0.2772	1.7662	6.731	3.0788	3.1329	0.1565	-0.2225	2.1802	
TCGA-E9-A2JT-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3854	-0.4666	-0.2011	-0.2699	-0.0475	-0.7859	-0.2083	-0.4941	0.4038	-0.6128	-0.1801	-0.1113	-0.3311	-0.481	
TCGA-B6-A0IC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.215	-0.4488	0.4784	-0.6407	-0.4675	1.029	-0.3177	-0.2192	1.0453	-0.0175	-0.0202	0.3097	-0.0233	-0.0508	
TCGA-BH-A42U-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6173	-1.069	-0.172	-1.0011	-0.9255	-1.7291	0.7329	-0.0633	0.0572	-0.6212	-1.1603	0.5006	-1.4157	-1.2117	
TCGA-E9-A295-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.816	-0.7442	0.6094	-0.171	-0.6941	0.5758	-0.1039	2.1324	0.7056	-0.2527	-0.3826	-0.664	1.2887	-0.5184	
TCGA-B6-A1KN-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3023	0.6632	4.3167	0.5286	1.6305	0.9341	-0.2231	-0.4777	2.1198	-0.4283	1.3934	0.5397	-0.2775	0.2491	
TCGA-A2-A0ES-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4541	-0.8374	-0.6972	-0.9679	-0.9339	-0.6036	0.1094	-0.421	-1.1748	-0.8094	-0.9501	-0.7617	3.4798	-1.0954	
TCGA-B6-A1KC-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4738	-0.035	-0.4611	0.0153	-0.3453	-0.2831	-0.4631	1.2214	2.0908	-0.8282	-0.6936	-0.4284	-0.8655	-0.4193	
TCGA-E2-A155-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6271	0.9515	1.5517	0.5263	0.5591	0.1399	-0.5437	5.5408	-1.0776	0.331	0.1766	-1.2012	1.4833	1.8997	
TCGA-E2-A14T-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6139	0.4017	0.2651	0.4916	0.0087	-0.5027	-0.4359	0.0378	2.7488	-0.1867	-0.2752	-0.5356	-1.2642	-0.4463	
TCGA-C8-A1HJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.1591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5765	3.1104	1.052	17.4334	3.4954	3.3655	2.5063	-1.9668	-0.44	-0.7447	5.2351	-1.8824	-0.2236	0.1521	
TCGA-D8-A1JP-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5342	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5604	0.1393	0.3775	2.2289	-0.072	0.9894	-0.2685	0.9368	1.1365	-0.1265	0.7929	-0.6109	-0.8893	-0.0757	
TCGA-EW-A1J6-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.7202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1389	0.0985	1	0.0636	-0.0624	0.4672	-0.1846	3.7318	0.2035	-0.7532	0.198	0.3098	-0.556	-0.5953	
TCGA-BH-A0DD-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3039	2.4	0.8586	2.2036	1.0344	1.5906	-0.2313	3.6401	0.8873	2.7119	1.6155	-1.3662	0.4073	1.7049	
TCGA-A8-A099-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0026	-0.7786	-0.3183	-0.4394	-0.4116	-0.2834	0.0632	0.332	0.6509	-0.5917	-0.634	-0.6566	1.4004	-0.593	
TCGA-A8-A08X-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0509	2.234	0.787	2.7466	-0.3762	-0.1329	0.5161	-0.1555	-1.2122	0.5972	-0.5295	2.3979	-1.0058	0.0991	
TCGA-BH-A1FJ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.1625	1.1299	-0.8102	3.8086	1.1722	2.1899	0.3635	0.7581	1.936	1.2844	0.7812	0.7488	0.3786	1.7696	
TCGA-A7-A26I-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3587	2.2989	-0.7751	4.1389	0.8764	-0.6195	-0.4642	0.0614	-1.0072	0.5416	1.1507	0.2918	4.1242	1.1603	
TCGA-A2-A0T7-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5329	-0.4214	-0.7697	0.5411	-0.7856	0.7754	0.1644	-0.7229	-1.3254	-0.5124	-0.4922	0.247	-0.0727	-0.2173	
TCGA-A2-A0SV-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1826	1.2792	-0.7361	0.9409	1.2877	0.4185	-0.3132	1.6504	-0.6719	2.5943	1.2035	0.3031	-1.1985	0.6241	
TCGA-AC-A3QP-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.2576	-0.929	-0.7928	-1.0067	-0.8823	0.9162	-0.2287	0.1235	0.0792	-0.8714	-1.0274	-0.183	-1.6922	-0.9669	
TCGA-D8-A27W-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2373	0.2293	1.699	1.4159	-0.492	1.5515	0.0676	1.7966	4.6479	-0.195	0.604	-0.8316	-0.4484	0.3032	
TCGA-E9-A1QZ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8254	-0.276	-0.6819	0.6017	-0.3171	1.5463	-0.0573	1.5822	-0.2151	-0.7591	0.276	-0.6821	0.2084	0.1682	
TCGA-B6-A0RQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0664	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0554	-1.1564	0.9419	-1.1544	-1.077	-0.89	2.6161	0.0225	-0.9769	-0.9496	-1.3592	0.0856	-0.5062	-1.0707	
TCGA-E2-A15K-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.8448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.034	0.7066	1.531	1.2522	1.3918	3.3006	-0.0303	-0.2944	0.7042	1.0874	0.5567	-0.0913	-1.4477	2.4644	
TCGA-D8-A27L-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3561	-0.7413	0.4883	-0.7661	-0.5294	0.9877	0.0596	-0.9582	0.0966	-0.4732	-0.761	0.6471	-0.3065	-0.7557	
TCGA-E2-A108-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.6606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0232	0.3058	0.0284	-0.0456	0.2791	-0.5318	-0.2416	-1.2528	0.2023	-0.3175	-0.3677	-0.5134	-0.8119	-0.5318	
TCGA-A7-A26G-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3026	0.3454	-0.8018	-0.1608	0.5443	1.3082	0.2452	-0.2425	-0.9168	-0.0947	-0.5764	0.5793	0.2129	-0.1882	
TCGA-BH-A1FU-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.4893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1438	0.6737	2.8133	0.0563	0.2936	0.3263	0.0526	-0.6163	-0.4362	-0.1989	-0.0008	0.951	-0.1523	-0.0879	
TCGA-E9-A1R0-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1352	-0.3958	0.5388	0.1863	-0.2136	0.4964	0.236	-0.5316	2.2518	-0.1055	-0.0833	-0.857	-0.8934	-0.2748	
TCGA-GM-A2DN-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1268	0.1421	0.0277	1.4125	-0.2079	2.9004	-0.1212	-0.6934	-0.2415	-0.1187	-0.5975	-0.7255	-0.3284	0.3661	
TCGA-AR-A2LM-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.3175	-0.9768	-0.7679	-0.8747	-0.7929	1.713	-0.1451	-0.9676	-0.2576	-0.7035	-1.1514	-0.9316	0.7202	-0.7573	
TCGA-BH-A28Q-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3617	-0.9806	0.1699	-0.795	-0.9919	2.968	-0.0876	-1.3654	0.3416	-0.9246	-1.1495	0.4382	1.2624	-0.9982	
TCGA-AR-A1AQ-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7516	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9956	6.6382	1.8626	2.5951	0.4604	0.1766	-0.1651	-0.6078	0.1608	0.6691	0.4183	-1.1968	1.7977	-0.0253	
TCGA-AR-A24Q-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8562	1.0831	0.5728	1.4909	1.5245	1.0802	0.5984	4.0508	-1.8178	-0.5608	0.9229	5.0745	0.2498	-0.1846	
TCGA-A8-A08B-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3953	0.6255	-0.7013	1.302	1.1625	3.7531	-0.2511	0.0041	-1.9283	-0.4617	0.272	-2.1694	-0.0402	1.988	
TCGA-B6-A0WW-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.0132	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.7227	-0.6415	-0.8076	0.208	-0.2963	-1.0091	-0.2743	0.1692	0.7323	0.3525	0.1956	-0.3132	-1.3984	-0.3546	
